id,title,release_date,vote_average,vote_count,popularity,original_language,budget,revenue,runtime,status
19913,(500) Days of Summer,7/17/2009,7.297,10592,8.2898,en,7500000,60781545,95,Released
24150,Halloween II,8/28/2009,5.33,1467,8.0939,en,10000000,39421467,105,Released
24756,The Art of War III: Retribution,10/1/2009,3.814,35,8.6084,en,0,0,88,Released
51482,Death Note Relight 1: Visions of a God,9/23/2009,7.9,363,7.5757,ja,0,0,131,Released
8284,The Limits of Control,5/1/2009,6,291,8.8346,en,0,0,116,Released
534,Terminator Salvation,5/20/2009,6.068,6730,6.8632,en,200000000,371353001,115,Released
22683,Gifted Hands: The Ben Carson Story,2/7/2009,7.797,745,8.0703,en,0,0,86,Released
19994,Jennifer's Body,9/18/2009,5.981,4032,7.3039,en,16000000,31556061,107,Released
37861,Valhalla Rising,9/4/2009,6.101,1257,8.8065,en,5650000,31000,93,Released
19908,Zombieland,10/2/2009,7.258,12689,6.292,en,23600000,102391540,88,Released
22164,Blood and Bone,2/7/2009,7.36,824,7.2861,en,3700000,3492,93,Released
14869,G.I. Joe: The Rise of Cobra,8/3/2009,5.788,4751,6.5688,en,175000000,302500000,118,Released
27205,Inception,7/15/2010,8.37,37990,28.0656,en,160000000,839030630,148,Released
12444,Harry Potter and the Deathly Hallows: Part 1,11/17/2010,7.739,19748,18.5339,en,250000000,954305868,146,Released
10138,Iron Man 2,4/28/2010,6.848,21734,17.0378,en,200000000,623933331,124,Released
24021,The Twilight Saga: Eclipse,6/23/2010,6.203,8990,15.739,en,68000000,698491347,124,Released
10193,Toy Story 3,6/16/2010,7.802,15180,14.7024,en,200000000,1067316101,103,Released
10191,How to Train Your Dragon,3/18/2010,7.852,13780,14.6327,en,165000000,495141736,98,Released
38757,Tangled,11/24/2010,7.61,11932,15.2811,en,260000000,592461732,100,Released
11324,Shutter Island,2/14/2010,8.201,24897,13.1431,en,80000000,294804195,138,Released
12685,BloodRayne: The Third Reich,6/10/2010,3.816,234,15.9717,en,10000000,0,79,Released
38055,Megamind,10/28/2010,7.01,7155,12.8233,en,130000000,321885765,96,Released
20526,TRON: Legacy,12/14/2010,6.508,7443,12.9729,en,170000000,409912892,126,Released
73861,A Serbian Film,1/6/2010,5.454,2104,13.4566,sr,0,0,104,Released
48395,Rare Exports: A Christmas Tale,12/3/2010,6.212,605,11.6339,fi,0,0,83,Released
12155,Alice in Wonderland,3/3/2010,6.636,14394,12.4196,en,200000000,1025467110,108,Released
20352,Despicable Me,7/8/2010,7.252,15592,11.9233,en,69000000,543284256,95,Released
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,12/2/2010,6.438,5723,10.1276,en,155000000,415686217,113,Released
32657,Percy Jackson & the Olympians: The Lightning Thief,2/1/2010,6.209,7624,11.4624,en,95000000,226497209,118,Released
10192,Shrek Forever After,5/20/2010,6.387,7655,11.1767,en,165000000,752600867,93,Released
38365,Grown Ups,6/24/2010,6.398,6409,9.625,en,80000000,271430189,102,Released
57695,The Princess of Montpensier,11/3/2010,6.4,272,11.5238,fr,14734000,6775121,139,Released
39514,RED,10/13/2010,6.7,6907,8.4775,en,58000000,199006387,111,Released
23483,Kick-Ass,3/26/2010,7.123,12001,8.147,en,28000000,96188903,118,Released
1355621,未亡人銭湯 おっぱいの時間ですよ！,8/13/2010,0,0,9.9946,ja,0,0,0,Released
23168,The Town,9/15/2010,7.219,5313,8.2849,en,37000000,154026136,125,Released
27578,The Expendables,8/7/2010,6.246,8011,9.0124,en,80000000,274470394,103,Released
38575,The Karate Kid,6/10/2010,6.565,6325,8.5309,en,40000000,359126022,140,Released
41639,Magic & Bird: A Courtship of Rivals,3/10/2010,7.7,25,10.0122,en,0,0,88,Released
734286,MiLK,11/19/2010,7.8,2,8.7542,ja,0,0,75,Released
22538,Scott Pilgrim vs. the World,8/12/2010,7.489,8210,8.3435,en,85000000,51691156,113,Released
61979,Three Steps Above Heaven,12/3/2010,7.7,3141,8.5345,es,0,0,122,Released
18823,Clash of the Titans,3/26/2010,5.917,6456,8.6121,en,125000000,493214993,106,Released
43347,Love & Other Drugs,11/4/2010,7.043,5370,8.5074,en,30000000,102800000,112,Released
45317,The Fighter,12/10/2010,7.381,4513,8.0972,en,25000000,129190869,116,Released
65496,Student Services,1/18/2010,5.3,132,7.8012,fr,0,0,101,Released
22894,Legion,1/21/2010,5.898,2735,9.0913,en,26000000,67900000,100,Released
12201,Edge of Darkness,1/28/2010,6.365,1598,7.7947,en,80000000,81126522,117,Released
50727,The Servant,6/2/2010,5.9,35,8.8297,ko,0,0,124,Released
34544,The A-Team,6/9/2010,6.41,4804,6.4196,en,110000000,177238796,117,Released
20504,The Book of Eli,1/14/2010,6.795,6390,6.4657,en,80000000,157107755,118,Released
38234,Undisputed III: Redemption,4/17/2010,7.5,956,7.7416,en,3000000,282548,96,Released
70196,The Veteran,4/29/2011,5.8,128,45.1824,en,0,0,98,Released
82023,Hotel Desire,12/7/2011,6.153,131,24.6121,de,230758,0,38,Released
1865,Pirates of the Caribbean: On Stranger Tides,5/15/2011,6.562,14489,17.0212,en,379000000,1046721266,136,Released
12445,Harry Potter and the Deathly Hallows: Part 2,7/12/2011,8.083,21299,16.391,en,125000000,1341511219,130,Released
78080,Beethoven's Christmas Adventure,11/7/2011,5.9,154,17.2834,en,0,0,90,Released
64586,Sleeping Beauty,6/10/2011,5.4,641,15.4987,en,10000000,408680,102,Released
39254,Real Steel,9/28/2011,7.06,8737,12.9058,en,110000000,299300000,127,Released
49013,Cars 2,6/11/2011,6.158,8159,13.1653,en,200000000,559852396,106,Released
70575,Children of the Corn: Genesis,8/30/2011,4.06,150,15.8517,en,4500000,0,81,Released
50619,The Twilight Saga: Breaking Dawn - Part 1,11/16/2011,6.197,9014,11.7193,en,110000000,712171856,117,Released
59115,Quarantine 2: Terminal,6/16/2011,5.711,585,11.4888,en,4000000,0,86,Released
10195,Thor,4/21/2011,6.768,21763,11.5273,en,150000000,449326618,115,Released
50014,The Help,8/9/2011,8.206,8693,12.5818,en,25000000,216600000,146,Released
77338,The Intouchables,11/2/2011,8.271,17858,10.8712,fr,13000000,426590315,113,Released
46195,Rio,4/3/2011,6.752,6931,11.2473,en,90000000,483866772,96,Released
45243,The Hangover Part II,5/25/2011,6.495,10870,10.0171,en,80000000,586764305,102,Released
417859,Puss in Boots,10/27/2011,6.6,4295,10.1988,en,130000000,554987477,90,Released
49444,Kung Fu Panda 2,5/25/2011,7.049,7542,10.6691,en,150000000,665692281,91,Released
81481,Silenced,9/22/2011,8.155,706,10.7017,ko,2200000,31500000,125,Released
96239,Zombadings 1: Patayin sa Shokot si Remington,8/31/2011,5.2,15,12.5034,tl,22361,721651,96,Released
71672,Wrong Turn 4: Bloody Beginnings,10/17/2011,5.718,1154,11.1021,en,3000000,0,93,Released
44896,Rango,3/2/2011,6.882,6808,9.1466,en,135000000,245700000,112,Released
220782,Eco-Pirate: The Story of Paul Watson,11/10/2011,6.3,3,11.1648,en,0,0,110,Released
57737,Barbie: A Fairy Secret,3/1/2011,6.873,523,9.4612,en,0,0,72,Released
49530,In Time,10/27/2011,7,11773,9.259,en,40000000,173900000,109,Released
71597,Los numeros,3/25/2011,6.5,4,10.045,pl,0,0,95,Released
64690,Drive,9/15/2011,7.584,13082,7.6152,en,15000000,78100000,100,Released
56292,Mission: Impossible - Ghost Protocol,12/7/2011,7.105,10371,8.5443,en,145000000,694713380,133,Released
50839,Margin Call,9/28/2011,6.866,1938,8.9006,en,3500000,19504039,108,Released
61791,Rise of the Planet of the Apes,8/3/2011,7.337,12324,8.2917,en,93000000,481800873,105,Released
81375,Rent Boys,12/7/2011,5.6,11,9.2315,de,0,0,84,Released
49018,Insidious,3/31/2011,6.942,7053,8.7827,en,1500000,100106454,102,Released
70006,Never Back Down 2: The Beatdown,9/13/2011,6.492,666,9.7567,en,3000000,0,99,Released
50546,Just Go with It,2/10/2011,6.704,5921,7.9097,en,80000000,214945591,117,Released
1771,Captain America: The First Avenger,7/22/2011,7.005,22144,8.3422,en,140000000,370569774,124,Released
86331,Desire,10/6/2011,6.289,1336,8.0587,fr,1344000,0,103,Released
41513,The Smurfs,7/29/2011,5.8,3887,7.3938,en,110000000,563749323,102,Released
46529,I Am Number Four,2/18/2011,6.179,4795,7.649,en,50000000,149900000,109,Released
62835,Colombiana,7/27/2011,6.636,2712,7.5536,en,40000000,71508440,108,Released
71676,Ghost Rider: Spirit of Vengeance,12/10/2011,5.006,3914,6.8353,en,57000000,132563930,96,Released
24428,The Avengers,4/25/2012,7.809,33146,41.4687,en,220000000,1518815515,143,Released
70160,The Hunger Games,3/12/2012,7.218,22640,9.7116,en,75000000,694000000,142,Released
49026,The Dark Knight Rises,7/17/2012,7.787,23553,17.1291,en,250000000,1081041287,165,Released
49051,The Hobbit: An Unexpected Journey,12/12/2012,7.362,19002,14.9644,en,250000000,1021103568,169,Released
1930,The Amazing Spider-Man,6/23/2012,6.722,17941,14.3556,en,215000000,757930663,136,Released
50620,The Twilight Saga: Breaking Dawn - Part 2,11/13/2012,6.463,9130,12.2222,en,120000000,829747654,115,Released
62213,Dark Shadows,5/9/2012,6.096,7403,12.903,en,150000000,245527149,113,Released
41154,Men in Black 3,5/23/2012,6.536,10625,12.0091,en,225000000,654213485,106,Released
98368,Ritual,4/26/2012,5.6,103,14.1375,en,200000,11575,87,Released
62177,Brave,6/21/2012,7.021,13765,10.8748,en,185000000,538983207,93,Released
122293,The Philadelphia Experiment,7/27/2012,4.9,144,12.633,en,0,0,85,Released
68718,Django Unchained,12/25/2012,8.184,27074,10.0902,en,100000000,425368238,165,Released
70981,Prometheus,5/30/2012,6.581,12757,9.6114,en,130000000,403354469,124,Released
81188,Rise of the Guardians,11/21/2012,7.37,6928,10.526,en,145000000,306941670,97,Released
123229,Porn in the Hood,7/11/2012,5.052,355,10.4993,fr,0,103504,98,Released
132601,The Reef 2: High Tide,10/19/2012,4.5,56,11.0283,en,0,0,80,Released
115290,Blue Lagoon: The Awakening,6/16/2012,6.443,1463,10.5842,en,0,0,85,Released
103332,Ruby Sparks,7/25/2012,7.119,1694,10.6944,en,8000000,9368803,104,Released
76492,Hotel Transylvania,9/20/2012,6.963,8889,10.5001,en,85000000,358375603,91,Released
82690,Wreck-It Ralph,11/1/2012,7.349,12696,9.9732,en,165000000,471222889,101,Released
142635,Love at the Thanksgiving Day Parade,11/4/2012,6.4,35,9.6208,en,0,0,84,Released
80321,Madagascar 3: Europe's Most Wanted,6/6/2012,6.62,6353,9.2924,en,145000000,746921274,93,Released
77877,The Lucky One,4/19/2012,7.2,3743,9.0393,en,25000000,99400000,101,Released
37724,Skyfall,10/24/2012,7.254,15616,8.6382,en,200000000,1108594176,143,Released
73723,The Lorax,3/1/2012,6.509,3729,8.7488,en,70000000,349305397,86,Released
119826,The Unspeakable Act,6/24/2012,5.6,24,10.1846,en,0,0,91,Released
75780,Jack Reacher,12/20/2012,6.646,7305,8.1827,en,60000000,218300000,130,Released
107257,A Perfect Ending,6/1/2012,6.264,129,9.4841,en,175000,0,110,Released
122126,The Concubine,6/6/2012,6,100,8.651,ko,0,16465764,122,Released
112160,Sexual Chronicles of a French Family,5/9/2012,5.4,388,8.5259,fr,0,0,85,Released
134756,Killjoy Goes to Hell,10/9/2012,5,27,8.4307,en,0,0,90,Released
58595,Snow White and the Huntsman,5/30/2012,5.986,8029,8.7944,en,170000000,396600000,127,Released
242167,Adventures of Bailey: Christmas Hero,11/6/2012,5.2,5,9.3868,en,0,0,87,Released
82507,Sinister,3/29/2012,6.867,5772,8.1935,en,3000000,82515113,110,Released
82695,Les Misérables,12/18/2012,7.315,5418,8.4654,en,61000000,442636309,158,Released
82675,Taken 2,9/27/2012,6.363,6856,8.378,en,45000000,376100000,91,Released
92635,Snow White: A Deadly Summer,3/16/2012,3.8,28,7.8016,en,1000000,0,85,Released
49529,John Carter,3/7/2012,6.3,5861,8.5948,en,250000000,284100000,132,Released
57800,Ice Age: Continental Drift,6/27/2012,6.387,7857,8.0479,en,95000000,877244782,88,Released
84287,The Imposter,7/13/2012,7.313,752,9.4698,en,0,898317,99,Released
138843,The Conjuring,7/18/2013,7.54,12200,52.2385,en,13000000,320422209,112,Released
195757,The Ultimate Life,9/6/2013,6.994,81,33.2987,en,0,0,105,Released
106646,The Wolf of Wall Street,12/25/2013,8.028,24995,21.6883,en,100000000,407038432,180,Released
109445,Frozen,11/20/2013,7.2,17077,18.2846,en,150000000,1274219009,102,Released
146233,Prisoners,9/19/2013,8.099,12443,15.9472,en,46000000,122126687,153,Released
68721,Iron Man 3,4/18/2013,6.929,22827,13.855,en,200000000,1215577205,130,Released
167032,Curse of Chucky,10/8/2013,5.9,1635,14.6508,en,5000000,3876587,97,Released
173185,It Boy,3/6/2013,6.461,1519,10.1138,fr,0,0,92,Released
223402,"Hocus Pocus, Alfie Atkins!",8/23/2013,4,4,12.4759,no,0,0,72,Released
76338,Thor: The Dark World,10/30/2013,6.512,17829,11.4254,en,170000000,644783140,112,Released
49521,Man of Steel,6/12/2013,6.636,15670,11.5418,en,225000000,668045518,143,Released
68726,Pacific Rim,7/11/2013,6.911,12880,11.0436,en,180000000,411000000,131,Released
110415,Snowpiercer,8/1/2013,6.908,10005,11.9091,ko,39200000,86758912,127,Released
75656,Now You See Me,5/29/2013,7.333,16023,10.9144,en,75000000,351723989,116,Released
57158,The Hobbit: The Desolation of Smaug,12/11/2013,7.572,13650,10.8515,en,250000000,958400000,161,Released
72190,World War Z,6/19/2013,6.824,15948,11.7701,en,200000000,531865000,116,Released
215935,Bethlehem,9/26/2013,6.2,32,12.1773,he,0,0,99,Released
158015,The Purge,5/31/2013,6.252,8588,9.0373,en,3000000,91266581,86,Released
109418,Grown Ups 2,7/11/2013,6.147,4504,9.8873,en,80000000,247022278,101,Released
93456,Despicable Me 2,6/26/2013,6.935,11641,10.3206,en,76000000,970766005,98,Released
62211,Monsters University,6/19/2013,7.042,10976,10.3238,en,200000000,743559465,104,Released
249397,Nymphomaniac: Vol. II,12/25/2013,6.714,3016,10.2419,en,2350000,4934725,124,Released
96721,Rush,9/2/2013,7.727,7483,7.7503,en,38000000,90200000,123,Released
204082,Homefront,11/12/2013,6.944,3648,8.7307,en,22000000,51695362,100,Released
81005,Jack the Giant Slayer,2/27/2013,5.858,5038,9.1496,en,195000000,197700000,114,Released
109451,Cloudy with a Chance of Meatballs 2,9/26/2013,6.442,3345,8.8165,en,78000000,248384621,94,Released
403039,Those Science Freaks,2/20/2013,6.1,12,9.8252,ja,0,0,25,Released
49047,Gravity,10/3/2013,7.162,15808,8.5962,en,105000000,723192705,91,Released
289214,Disaster Wars: Earthquake vs. Tsunami,12/13/2013,5.5,39,6.1086,en,185000,0,85,Released
146223,Closed Circuit,8/28/2013,5.9,474,10.1275,en,0,5750401,96,Released
146216,RED 2,7/18/2013,6.527,4156,8.6833,en,84000000,148075565,116,Released
119283,Parker,1/23/2013,6.069,3143,7.504,en,35000000,46216641,118,Released
476204,Romeo and Juliet (Royal Ballet),2/25/2013,0,0,8.09,en,0,0,168,Released
198436,Antboy,9/7/2013,5.7,145,9.2776,da,0,0,77,Released
152601,Her,12/18/2013,7.846,14762,8.413,en,23000000,47351251,126,Released
138832,We're the Millers,8/7/2013,6.835,9152,7.9965,en,37000000,270000000,110,Released
60304,Hansel & Gretel: Witch Hunters,1/17/2013,6.093,6895,7.9066,en,50000000,226349749,88,Released
72559,G.I. Joe: Retaliation,3/27/2013,5.646,5614,7.6662,en,130000000,371900000,110,Released
138697,Don Jon,9/12/2013,6.017,4428,7.9413,en,3000000,0,90,Released
171776,Sparks,3/1/2013,4.8,98,7.4152,en,0,0,90,Released
157336,Interstellar,11/5/2014,8.461,37902,69.4581,en,165000000,746606706,169,Released
198663,The Maze Runner,9/10/2014,7.192,17565,22.9849,en,34000000,348319861,113,Released
122917,The Hobbit: The Battle of the Five Armies,12/10/2014,7.327,14803,20.6673,en,250000000,956019788,144,Released
177572,Big Hero 6,10/24/2014,7.7,16097,17.8794,en,165000000,657870525,102,Released
228150,Fury,10/15/2014,7.54,12493,15.7019,en,68000000,211817906,135,Released
82702,How to Train Your Dragon 2,6/5/2014,7.675,10048,15.715,en,145000000,621537519,102,Released
270946,Penguins of Madagascar,11/22/2014,6.53,4316,15.511,en,132000000,373515621,92,Released
137113,Edge of Tomorrow,5/27/2014,7.632,14439,14.8438,en,178000000,370541256,114,Released
210577,Gone Girl,10/1/2014,7.89,19283,14.0657,en,61000000,370890259,149,Released
102382,The Amazing Spider-Man 2,4/16/2014,6.523,13744,14.5888,en,200000000,708962323,141,Released
98566,Teenage Mutant Ninja Turtles,8/7/2014,5.921,6988,13.4529,en,125000000,485004754,101,Released
244786,Whiplash,10/10/2014,8.376,15925,13.7483,en,3300000,50307484,107,Released
156022,The Equalizer,9/24/2014,7.281,9496,13.8047,en,55000000,192330738,132,Released
119450,Dawn of the Planet of the Apes,7/8/2014,7.334,11828,14.2776,en,170000000,710644566,130,Released
91314,Transformers: Age of Extinction,6/25/2014,5.95,8455,12.208,en,210000000,1104054072,165,Released
131631,The Hunger Games: Mockingjay - Part 1,11/19/2014,6.814,16283,12.3526,en,125000000,755356711,123,Released
260211,Achmed Saves America,3/18/2014,5.4,15,13.5715,en,0,0,60,Released
269955,Obsessed,5/14/2014,6.8,75,12.7564,ko,0,0,132,Released
260346,Taken 3,12/16/2014,6.263,5938,11.829,en,48000000,325800000,109,Released
250546,Annabelle,10/1/2014,5.788,6353,11.1391,en,6500000,257589952,99,Released
127585,X-Men: Days of Future Past,5/15/2014,7.529,15769,10.1631,en,250000000,747862775,132,Released
68737,Seventh Son,12/12/2014,5.519,2560,11.0126,en,95000000,114178613,102,Released
238636,The Purge: Anarchy,7/17/2014,6.628,6532,10.0599,en,9000000,111928365,103,Released
242582,Nightcrawler,10/23/2014,7.705,11236,9.0762,en,8500000,47425835,118,Released
205596,The Imitation Game,11/14/2014,7.992,17542,9.2248,en,14000000,233555708,113,Released
262543,Automata,10/9/2014,5.872,1714,9.182,en,7000000,6237990,110,Released
546726,Sub Rosa,8/10/2014,6.1,16,8.9126,en,0,0,22,Released
228358,The Pact II,9/5/2014,4.8,176,10.3903,en,0,0,96,Released
189,Sin City: A Dame to Kill For,8/20/2014,6.396,3986,10.7435,en,65000000,39407616,102,Released
102651,Maleficent,5/28/2014,7.089,13419,9.5726,en,180000000,758539785,97,Released
323666,Living Still Life,7/2/2014,6.4,25,10.3293,fr,0,0,16,Released
169917,A Walk Among the Tombstones,9/18/2014,6.331,2892,8.35,en,28000000,58834384,114,Released
193893,Let's Be Cops,8/13/2014,6.5,2870,8.8283,en,17000000,136600000,104,Released
181533,Night at the Museum: Secret of the Tomb,12/17/2014,6.216,6034,7.3802,en,127000000,363204635,98,Released
302945,Love Affair,10/30/2014,6,22,8.5245,ko,0,0,91,Released
227159,Horrible Bosses 2,11/12/2014,6.181,4245,8.6528,en,42000000,107645357,108,Released
175112,Tinker Bell and the Pirate Fairy,2/13/2014,7,1038,9.1844,en,0,63998725,78,Released
240832,Lucy,7/25/2014,6.468,16562,8.2178,en,40000000,469058574,89,Released
831973,Shinjin kyonyû: Hasande san-patsu!,11/21/2014,2,2,8.2209,ja,0,0,60,Released
184345,A Haunted House 2,4/17/2014,6.173,1517,8.5278,en,4000000,25343661,87,Released
216015,Fifty Shades of Grey,2/11/2015,5.88,12112,22.4346,en,40000000,569651467,125,Released
150540,Inside Out,6/17/2015,7.909,22802,17.046,en,175000000,857611174,95,Released
286217,The Martian,9/30/2015,7.689,20438,16.1315,en,108000000,631058917,141,Released
351523,Purpose of Reunion,8/6/2015,6.4,29,15.7398,ko,0,0,100,Released
99861,Avengers: Age of Ultron,4/22/2015,7.271,23732,15.0228,en,365000000,1405403694,141,Released
273477,Scouts Guide to the Zombie Apocalypse,10/23/2015,6.545,2006,15.5178,en,15000000,14900000,93,Released
387824,Mom's Friend,8/20/2015,7,24,15.5393,ko,0,0,91,Released
214756,Ted 2,6/25/2015,6.316,7727,13.9279,en,68000000,215863606,115,Released
150689,Cinderella,3/6/2015,6.826,7222,14.9735,en,95000000,543514353,105,Released
372049,My Friend's Wife,12/3/2015,6.8,12,15.1871,ko,0,0,80,Released
356216,The Rise of the Krays,8/29/2015,4.7,46,14.1466,en,2500000,0,110,Released
135397,Jurassic World,6/6/2015,6.699,21006,12.5417,en,150000000,1671537444,124,Released
390845,A Delicious Flight,11/1/2015,4.4,68,12.3444,ko,0,0,97,Released
76341,Mad Max: Fury Road,5/13/2015,7.626,23378,11.5439,en,150000000,378858340,121,Released
168259,Furious 7,4/1/2015,7.224,10953,11.6867,en,190000000,1515400000,139,Released
387848,Buddy's Mom,11/12/2015,6,12,12.5585,ko,0,0,101,Released
262500,Insurgent,3/18/2015,6.363,10201,10.8197,en,110000000,297002527,119,Released
140607,Star Wars: The Force Awakens,12/15/2015,7.256,19970,10.3096,en,245000000,2068223624,136,Released
329697,Raiders!: The Story of the Greatest Fan Film Ever Made,3/14/2015,6.729,70,12.6398,en,0,0,93,Released
324963,Monster High: Haunted,3/2/2015,7.5,195,11.6158,en,0,0,75,Released
254128,San Andreas,5/27/2015,6.245,8772,8.9993,en,110000000,473990832,114,Released
198184,Chappie,3/4/2015,6.784,8182,9.3052,en,49000000,104399548,120,Released
366017,You Cast A Spell On Me,10/25/2015,6.8,45,9.069,en,0,0,85,Released
294254,Maze Runner: The Scorch Trials,9/9/2015,6.734,10696,9.1579,en,61000000,312296056,131,Released
273481,Sicario,9/17/2015,7.416,9098,8.3696,en,30000000,84997446,122,Released
166424,Fantastic Four,8/5/2015,4.432,6226,9.2022,en,120000000,167977596,100,Released
312221,Creed,11/25/2015,7.407,7693,9.0352,en,37000000,173600000,133,Released
318846,The Big Short,12/11/2015,7.359,9401,7.1389,en,28000000,133346506,131,Released
281957,The Revenant,12/25/2015,7.536,18682,8.0042,en,135000000,532950503,157,Released
270303,It Follows,2/4/2015,6.6,6641,7.5293,en,2300000,23374076,101,Released
257344,Pixels,7/16/2015,5.758,7794,8.2723,en,88000000,244900000,106,Released
257211,The Intern,9/23/2015,7.226,7018,7.6223,en,35000000,194564672,121,Released
177677,Mission: Impossible - Rogue Nation,7/28/2015,7.217,9304,8.5589,en,150000000,682716636,131,Released
207703,Kingsman: The Secret Service,1/24/2015,7.623,17282,7.0932,en,81000000,414351546,129,Released
352812,Tick Tock Tale,8/18/2015,7.4,110,8.3305,en,0,0,7,Released
238615,Self/less,7/10/2015,6.413,3184,8.0789,en,26000000,31807156,117,Released
102899,Ant-Man,7/14/2015,7.067,20321,7.8214,en,130000000,519311965,117,Released
159824,Hotel Transylvania 2,9/21/2015,6.767,5940,8.979,en,80000000,473200000,89,Released
334307,Through the Air,6/17/2015,5.5,40,9.2301,fr,0,0,98,Released
307081,Southpaw,3/24/2015,7.365,5620,7.8551,en,30000000,91709827,123,Released
259693,The Conjuring 2,6/8/2016,7.294,8833,33.651,en,40000000,322819915,134,Released
423502,My Friend's Mom,10/12/2016,4.8,14,22.5564,ko,0,0,78,Released
