id,title,release_date,vote_average,vote_count,popularity,original_language,budget,revenue,runtime,status
338967,Zombieland: Double Tap,2019-10-09,6.916,5985,6.8457,en,42000000,122800000,99,Released
522924,The Art of Racing in the Rain,2019-08-08,8.184,1580,6.8279,en,18000000,33800000,109,Released
486589,Red Shoes and the Seven Dwarfs,2019-07-25,7.73,1108,6.5457,ko,20000000,10054356,92,Released
449562,The Hustle,2019-05-09,6.19,2599,5.9064,en,21000000,97400000,94,Released
456740,Hellboy,2019-04-10,5.578,3567,6.1623,en,50000000,55065289,120,Released
320288,Dark Phoenix,2019-06-05,5.967,6796,6.6132,en,200000000,252442974,114,Released
454640,The Angry Birds Movie 2,2019-08-02,7.058,1798,6.4939,en,65000000,137792047,96,Released
508965,Klaus,2019-11-08,8.235,4358,5.3709,en,0,0,96,Released
398978,The Irishman,2019-11-01,7.583,7175,5.9696,en,159000000,968853,209,Released
522938,Rambo: Last Blood,2019-09-18,6.532,4048,6.126,en,50000000,91500000,89,Released
157433,Pet Sematary,2019-04-04,5.744,3309,5.9462,en,21000000,113118226,100,Released
287947,Shazam!,2019-03-29,6.988,9878,6.0293,en,80000000,367799011,132,Released
450465,Glass,2019-01-16,6.665,8790,5.2842,en,20000000,246999039,129,Released
499701,Dora and the Lost City of Gold,2019-08-08,6.632,1778,5.6135,en,49000000,120600000,102,Released
515195,Yesterday,2019-06-26,6.689,4084,5.1416,en,26000000,154608856,116,Released
610892,Violet Evergarden: Eternity and the Auto Memory Doll,2019-09-06,8.135,417,6.709,ja,0,10841702,91,Released
428045,Iron Mask,2019-08-16,6.112,514,5.887,ru,49000000,8685794,121,Released
447404,Pokémon Detective Pikachu,2019-05-03,6.913,7115,4.8671,en,150000000,449762638,105,Released
554241,Playing with Fire,2019-11-08,6.6,732,5.0266,en,29900000,69412425,96,Released
431580,Abominable,2019-09-19,7.5,2113,5.5709,en,75000000,190304772,97,Released
522681,Escape Room,2019-01-03,6.545,4858,4.881,en,9000000,155712077,100,Released
329996,Dumbo,2019-03-27,6.591,4435,5.0151,en,170000000,353284621,112,Released
934809,The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019-10-28,6.933,30,4.8338,en,0,0,13,Released
479455,Men in Black: International,2019-06-12,5.902,5132,4.8209,en,110000000,253890701,115,Released
453405,Gemini Man,2019-10-02,6.278,5283,5.6323,en,140000000,173469516,117,Released
431693,Spies in Disguise,2019-12-04,7.571,2880,4.9167,en,100000000,171616764,102,Released
480105,47 Meters Down: Uncaged,2019-08-15,5.696,1460,5.319,en,12000000,47582563,90,Released
551027,Ave Maryam,2019-04-11,6.2,9,4.3169,id,0,0,74,Released
501170,Doctor Sleep,2019-10-30,7.143,4652,5.4806,en,45000000,72385286,152,Released
511987,Crawl,2019-07-10,6.319,3242,5.4439,en,13500000,91500000,87,Released
530079,Ride Your Wave,2019-06-21,7.615,349,5.1302,ja,0,0,94,Released
615165,Her Blue Sky,2019-10-11,7.256,154,4.7459,ja,0,4736031,108,Released
480042,Escape Plan: The Extractors,2019-06-20,5.4,890,4.3452,en,3600000,1766092,97,Released
597965,The Show Must Go On: The Queen + Adam Lambert Story,2019-04-29,7.5,51,4.726,en,0,0,81,Released
416144,Hotel Mumbai,2019-03-14,7.547,1645,3.7285,en,25000000,16900000,123,Released
531309,Brightburn,2019-05-09,6.136,3292,5.2274,en,6000000,33224654,91,Released
440472,The Upside,2019-01-10,7.134,1335,4.4848,en,37500000,125000000,126,Released
614381,John Denver Trending,2019-11-20,8.0,10,3.7911,tl,0,0,96,Released
575222,Doraemon: Nobita's Chronicle of the Moon Exploration,2019-03-01,7.333,66,4.1464,ja,0,65406606,111,Released
504608,Rocketman,2019-05-17,7.319,4820,3.7746,en,40000000,167300000,121,Released
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020-10-16,8.21,4257,30.1548,ja,15700000,523542183,117,Released
524047,Greenland,2020-07-29,7.129,4781,17.2223,en,34000000,52300000,120,Released
547016,The Old Guard,2020-07-09,7.124,4557,10.2239,en,70000000,0,125,Released
454626,Sonic the Hedgehog,2020-02-12,7.3,10089,9.9428,en,85000000,319715683,99,Released
587792,Palm Springs,2020-07-10,7.333,3407,7.8895,en,5000000,1818417,90,Released
508442,Soul,2020-12-25,8.1,10949,9.9979,en,150000000,121977511,101,Released
590995,The Craft: Legacy,2020-10-28,6.124,858,8.7826,en,18000000,2300000,94,Released
464052,Wonder Woman 1984,2020-12-16,6.395,8766,12.2635,en,200000000,169601036,151,Released
577922,Tenet,2020-08-22,7.176,10498,13.8393,en,205000000,365304105,150,Released
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020-02-05,6.894,10537,7.6646,en,75000000,205537933,109,Released
529203,The Croods: A New Age,2020-11-25,7.461,3986,7.5443,en,65000000,215905815,95,Released
723072,Host,2020-12-04,6.487,1020,7.1866,en,100000,443807,56,Released
516486,Greyhound,2020-07-09,7.413,3127,6.1688,en,50300000,0,92,Released
481848,The Call of the Wild,2020-02-19,7.535,3847,5.8693,en,109000000,111200000,100,Released
545609,Extraction,2020-04-23,7.309,6339,6.4323,en,65000000,0,116,Released
581392,Peninsula,2020-07-15,6.749,2467,6.7817,ko,17000000,42698327,115,Released
531219,Roald Dahl's The Witches,2020-10-26,6.358,2882,9.5736,en,0,29303571,106,Released
38700,Bad Boys for Life,2020-01-15,7.131,8503,7.3635,en,90000000,426505244,124,Released
664850,Here We Are: Notes for Living on Planet Earth,2020-04-16,7.5,69,6.1761,en,0,0,37,Released
338762,Bloodshot,2020-03-05,6.702,5099,5.8377,en,42000000,39861118,110,Released
522444,Black Water: Abyss,2020-07-09,5.169,455,5.8778,en,0,1117982,98,Released
522627,The Gentlemen,2020-01-01,7.67,6226,6.9842,en,22000000,115171795,113,Released
340102,The New Mutants,2020-04-02,6.088,3559,6.8488,en,67000000,49169594,94,Released
448119,Dolittle,2020-01-02,6.592,3744,5.6051,en,175000000,251410631,101,Released
526007,The Night Clerk,2020-02-19,6.217,857,6.1082,en,0,302127,90,Released
505379,Rebecca,2020-10-16,6.297,1128,4.5912,en,0,0,123,Released
553604,Honest Thief,2020-09-03,6.487,1806,5.9053,en,0,31220247,99,Released
446893,Trolls World Tour,2020-03-11,7.264,2208,4.952,en,90000000,49276818,91,Released
652837,"Josee, the Tiger and the Fish",2020-12-25,8.313,539,5.665,ja,0,0,98,Released
514207,Invasion,2020-02-27,6.9,835,5.6893,ru,8819200,32104054,129,Released
589754,The Last Warrior: Root of Evil,2020-12-24,6.795,195,5.0026,ru,8400000,27658331,120,Released
470610,Endless,2020-04-09,6.7,215,5.1353,en,0,439418,95,Released
581526,Deliver Us from Evil,2020-08-05,6.886,210,4.8271,ko,12000000,34662454,108,Released
508439,Onward,2020-02-29,7.7,6373,5.1122,en,200000000,141888276,102,Released
443791,Underwater,2020-01-08,6.286,3274,5.639,en,50000000,40882928,95,Released
458673,Hunter's Moon,2020-03-24,3.4,52,5.0478,en,0,0,81,Released
594718,Sputnik,2020-07-24,6.554,922,3.9994,ru,2600000,354023,113,Released
602147,Inheritance,2020-04-30,6.35,692,5.3005,en,0,0,110,Released
661950,Alone,2020-10-23,5.887,191,4.4119,en,0,0,92,Released
592834,My Spy,2020-01-09,6.87,1314,4.5715,en,18000000,10200000,99,Released
590706,Jiu Jitsu,2020-11-20,4.8,634,4.6333,en,23000000,99924,102,Released
682153,Doraemon: Nobita's New Dinosaur,2020-08-07,7.385,48,4.2355,ja,0,34218525,111,Released
627290,Antebellum,2020-09-02,6.251,949,4.064,en,15000000,7060384,105,Released
385103,Scoob!,2020-07-08,7.0,1754,4.1815,en,90000000,28600000,93,Released
582014,Promising Young Woman,2020-12-13,7.409,3445,7.1319,en,10000000,20379604,113,Released
610045,Norm of the North: Family Vacation,2020-02-25,5.6,18,4.3969,en,0,0,90,Released
430155,Coma,2020-01-01,6.418,583,4.0156,ru,2250000,9500000,110,Released
458576,Monster Hunter,2020-12-03,6.547,3422,4.2492,en,60000000,42145959,103,Released
489326,Mortal,2020-02-28,6.5,482,3.4364,en,0,106270,104,Released
627725,The Banker,2020-03-06,7.6,1027,4.4997,en,0,0,120,Released
423108,The Conjuring: The Devil Made Me Do It,2021-05-25,7.39,6251,43.6019,en,39000000,206444123,111,Released
634649,Spider-Man: No Way Home,2021-12-15,7.939,21143,26.4362,en,200000000,1921847111,148,Released
438631,Dune,2021-09-15,7.779,13959,20.3883,en,165000000,407573628,155,Released
566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,7.51,9964,18.6333,en,150000000,432243292,132,Released
637649,Wrath of Man,2021-04-22,7.599,5752,17.4665,en,40000000,103966489,119,Released
436969,The Suicide Squad,2021-06-06,7.5,9142,15.6828,en,185000000,168717425,132,Released
791373,Zack Snyder's Justice League,2021-03-18,8.108,10416,14.4922,en,70000000,0,242,Released
527774,Raya and the Last Dragon,2021-03-03,7.821,7050,13.243,en,100000000,130423032,107,Released
438695,Sing 2,2021-12-01,7.842,4623,12.4413,en,85000000,408402685,109,Released
568124,Encanto,2021-10-13,7.583,9875,12.2696,en,150000000,261292688,102,Released
524434,Eternals,2021-11-03,6.799,8774,12.057,en,200000000,402064899,156,Released
337404,Cruella,2021-05-26,8.0,9730,11.8848,en,200000000,233503234,134,Released
568620,Snake Eyes: G.I. Joe Origins,2021-07-22,6.5,1636,11.5498,en,88000000,36964325,121,Released
550988,Free Guy,2021-08-11,7.471,9287,11.5268,en,110000000,331526598,115,Released
497698,Black Widow,2021-07-07,7.191,10775,11.372,en,200000000,379751131,134,Released
810693,Jujutsu Kaisen 0,2021-12-24,8.122,1554,11.2241,ja,0,195870885,105,Released
370172,No Time to Die,2021-09-29,7.354,6680,9.864,en,250000000,774153024,163,Released
458220,Palmer,2021-01-28,8.143,1807,9.3738,en,0,0,110,Released
459151,The Boss Baby: Family Business,2021-07-01,7.346,2626,9.1714,en,82000000,146745280,107,Released
580489,Venom: Let There Be Carnage,2021-09-30,6.8,10821,9.1262,en,110000000,506863592,97,Released
508943,Luca,2021-06-17,7.794,8676,9.0731,en,200000000,51074773,95,Released
520763,A Quiet Place Part II,2021-05-21,7.457,6976,8.9865,en,55000000,297372261,96,Released
578701,Those Who Wish Me Dead,2021-05-05,6.629,1734,8.2871,en,20000000,23384502,100,Released
425909,Ghostbusters: Afterlife,2021-11-18,7.337,4907,8.2456,en,75000000,204334455,124,Released
630586,Wrong Turn,2021-01-26,6.0,1231,7.8416,en,0,3777969,110,Released
624860,The Matrix Resurrections,2021-12-16,6.365,6123,7.7674,en,190000000,156497322,147,Released
460465,Mortal Kombat,2021-04-07,7.0,6069,7.6316,en,20000000,84426031,110,Released
776503,CODA,2021-08-13,7.907,2402,7.4575,en,10000000,1905058,112,Released
385128,F9,2021-05-19,7.037,7465,7.2102,en,200000000,726229501,143,Released
476669,The King's Man,2021-12-22,6.733,4816,6.6458,en,100000000,125897478,131,Released
522402,Finch,2021-11-04,7.829,3750,7.353,en,2500000,0,115,Released
646380,Don't Look Up,2021-12-08,7.069,8797,6.1885,en,75000000,791863,138,Released
460458,Resident Evil: Welcome to Raccoon City,2021-11-24,5.964,2573,7.5085,en,25000000,41914915,107,Released
675445,PAW Patrol: The Movie,2021-08-09,7.362,1241,6.614,en,26000000,144327371,86,Released
399566,Godzilla vs. Kong,2021-03-24,7.561,10326,7.4305,en,200000000,470116094,114,Released
412656,Chaos Walking,2021-02-24,6.569,2432,5.8779,en,125000000,26508132,109,Released
522478,Peter Rabbit 2: The Runaway,2021-03-25,7.066,853,6.9065,en,45000000,153000000,93,Released
451048,Jungle Cruise,2021-07-28,7.328,5911,5.8851,en,200000000,220889446,127,Released
587807,Tom & Jerry,2021-02-10,6.746,2509,5.9537,en,50000000,136536687,101,Released
501929,The Mitchells vs. the Machines,2021-04-22,7.866,3149,5.7024,en,75000000,0,110,Released
637693,Spirit Untamed,2021-05-20,7.3,536,5.4908,en,30000000,42717215,88,Released
768744,My Hero Academia: World Heroes' Mission,2021-08-06,7.593,590,5.5921,ja,0,46940541,105,Released
855823,Schumacher,2021-09-14,7.278,427,5.1806,de,0,0,112,Released
597208,Nightmare Alley,2021-12-02,6.969,3133,5.1016,en,60000000,39629195,150,Released
511809,West Side Story,2021-12-08,6.966,1665,6.1044,en,100000000,76016171,156,Released
762079,The Advent Calendar,2021-12-01,6.7,377,5.0793,fr,0,456555,104,Released
765245,Swan Song,2021-12-17,7.139,552,4.6985,en,0,0,112,Released
776305,Belle,2021-07-16,7.679,806,5.4743,ja,0,63501160,121,Released
761898,Sword Art Online the Movie – Progressive – Aria of a Starless Night,2021-10-30,7.864,309,5.2995,ja,0,14037060,97,Released
732203,Gintama: The Very Final,2021-01-08,8.1,66,5.6454,ja,0,17252960,104,Released
602734,Spiral: From the Book of Saw,2021-05-12,5.926,2163,4.6301,en,20000000,40618920,93,Released
522931,Hitman's Wife's Bodyguard,2021-06-14,6.664,2430,4.3313,en,70000000,70060492,100,Released
632357,The Unholy,2021-03-31,6.573,2211,3.9588,en,10000000,30832137,99,Released
631843,Old,2021-07-21,6.325,4684,4.5901,en,18000000,90146510,108,Released
760336,Munich – The Edge of War,2021-12-31,6.929,614,4.2701,en,0,0,130,Released
644583,The Mauritanian,2021-02-12,7.415,1186,4.5649,en,0,7527030,129,Released
662638,Detective Conan: The Scarlet Bullet,2021-04-16,6.409,93,5.7502,ja,0,95371578,110,Released
615643,Minari,2021-02-12,7.3,1740,6.8041,en,2000000,12900000,115,Released
576845,Last Night in Soho,2021-10-21,7.289,3642,4.467,en,43000000,22957625,116,Released
76600,Avatar: The Way of Water,2022-12-14,7.61,12889,35.5187,en,350000000,2320250281,192,Released
829557,365 Days: This Day,2022-04-26,5.92,1764,28.9744,pl,0,0,111,Released
724495,The Woman King,2022-09-16,7.646,2242,18.4429,en,50000000,97300000,135,Released
414906,The Batman,2022-03-01,7.658,11249,18.0715,en,185000000,772319315,177,Released
361743,Top Gun: Maverick,2022-05-21,8.168,10207,17.9893,en,170000000,1488732821,131,Released
629542,The Bad Guys,2022-03-17,7.534,2349,17.9668,en,80000000,250162278,100,Released
756999,The Black Phone,2022-06-17,7.561,5275,16.4359,en,16000000,161440742,103,Released
453395,Doctor Strange in the Multiverse of Madness,2022-05-04,7.245,9792,15.6238,en,290000000,955775804,126,Released
315162,Puss in Boots: The Last Wish,2022-12-07,8.212,8417,15.3464,en,90000000,484700000,103,Released
829560,The Next 365 Days,2022-08-18,6.388,1250,14.5837,pl,0,0,112,Released
508947,Turning Red,2022-03-10,7.3,5546,13.2312,en,175000000,0,100,Released
505642,Black Panther: Wakanda Forever,2022-11-09,7.037,7030,13.0326,en,250000000,859102154,162,Released
507086,Jurassic World Dominion,2022-06-01,6.634,6669,12.8384,en,583900000,1004004592,147,Released
718930,Bullet Train,2022-08-03,7.426,6928,11.6056,en,90000000,239300000,126,Released
616037,Thor: Love and Thunder,2022-07-06,6.396,8132,11.8704,en,250000000,760900000,119,Released
675353,Sonic the Hedgehog 2,2022-03-30,7.451,5641,11.3199,en,110000000,405421518,123,Released
338953,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,6.637,4836,11.2849,en,200000000,407200000,142,Released
545611,Everything Everywhere All at Once,2022-03-24,7.74,7316,12.4377,en,25000000,139200000,140,Released
438148,Minions: The Rise of Gru,2022-06-29,7.3,3835,11.1874,en,85000000,940203765,87,Released
840326,Sisu,2022-09-09,7.408,2441,11.2957,fi,6600000,14281199,91,Released
436270,Black Adam,2022-10-19,6.843,6702,10.6083,en,200000000,393452111,125,Released
913290,Barbarian,2022-09-08,6.834,2876,9.6934,en,4500000,45400000,102,Released
916224,Suzume,2022-11-11,7.906,1553,9.3237,ja,0,323638107,121,Released
985939,Fall,2022-08-11,7.127,4263,8.614,en,3000000,17363261,107,Released
536554,M3GAN,2022-12-28,7.053,4489,9.0089,en,12000000,181796517,102,Released
585511,Luck,2022-08-05,7.754,1849,8.5329,en,0,0,105,Released
916192,"The Tunnel to Summer, the Exit of Goodbyes",2022-09-09,7.7,242,8.2817,ja,0,872000,83,Released
615777,Babylon,2022-12-22,7.381,3495,7.7048,en,78000000,65267446,189,Released
823625,Blacklight,2022-02-10,6.159,1185,7.7125,en,43000000,15902207,104,Released
882598,Smile,2022-09-23,6.7,3746,9.4647,en,17000000,217408513,115,Released
593643,The Menu,2022-11-17,7.173,5594,8.1428,en,35000000,79628200,107,Released
335787,Uncharted,2022-02-10,6.894,6433,7.0954,en,120000000,407141258,116,Released
560057,The Sea Beast,2022-06-24,7.323,1596,6.862,en,0,0,115,Released
661374,Glass Onion: A Knives Out Mystery,2022-11-23,7.043,6114,6.2927,en,40000000,15000000,140,Released
526896,Morbius,2022-03-30,5.943,4599,6.6831,en,75000000,167635712,105,Released
406759,Moonfall,2022-02-02,6.267,3359,6.396,en,146000000,67319703,131,Released
877269,Strange World,2022-11-23,6.26,1351,5.8381,en,180000000,73621640,102,Released
497828,Triangle of Sadness,2022-09-18,7.045,2578,6.1377,en,15600000,24733572,147,Released
717728,Jeepers Creepers: Reborn,2022-09-15,5.361,1029,6.3859,en,5000000,6175213,88,Released
718789,Lightyear,2022-06-15,6.9,3638,5.5959,en,200000000,226425420,105,Released
804095,The Fabelmans,2022-11-11,7.581,2562,5.6602,en,40000000,45629909,151,Released
752623,The Lost City,2022-03-23,6.476,3781,5.995,en,74000000,192907684,112,Released
800939,Ticket to Paradise,2022-09-08,6.4,1330,6.4505,en,20000000,168800000,104,Released
762504,Nope,2022-07-20,6.829,4525,5.2195,en,68000000,170823080,130,Released
615904,Marry Me,2022-02-09,6.621,1058,5.1756,en,23000000,44000000,112,Released
610150,Dragon Ball Super: Super Hero,2022-06-11,7.891,2938,5.6735,ja,0,86600000,99,Released
619730,Don't Worry Darling,2022-09-21,6.79,2732,4.9822,en,35000000,86700000,123,Released
1022256,Selena Gomez: My Mind & Me,2022-11-04,8.618,515,5.5363,en,0,0,95,Released
900667,One Piece Film Red,2022-08-06,7.194,1083,5.7848,ja,0,171315305,115,Released
539681,DC League of Super-Pets,2022-07-27,7.2,1650,4.8579,en,90000000,203000000,105,Released
505026,Death on the Nile,2022-02-09,6.422,3931,5.1603,en,90000000,137307235,127,Released
893712,Sword Art Online the Movie – Progressive – Scherzo of Deep Night,2022-10-22,7.638,200,5.627,ja,0,9071701,100,Released
876792,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022-11-25,7.375,417,5.7937,ja,0,11628645,108,Released
366672,Paws of Fury: The Legend of Hank,2022-07-14,6.7,316,5.2188,en,45000000,42500000,94,Released
648579,The Unbearable Weight of Massive Talent,2022-04-20,6.788,2257,4.805,en,30000000,29116320,107,Released
338958,Disenchanted,2022-11-18,6.713,1133,5.8282,en,0,0,119,Released
586352,How to Save the Immortal,2022-06-09,7.1,28,4.6753,ru,0,3535910,76,Released
736526,Troll,2022-11-30,6.594,1807,5.1978,no,0,0,104,Released
760741,Beast,2022-08-11,6.565,1638,5.1024,en,0,56000000,92,Released
682507,Where the Crawdads Sing,2022-07-14,7.551,2065,4.6536,en,24000000,144353965,126,Released
696806,The Adam Project,2022-03-11,7.0,4637,5.1515,en,116000000,0,106,Released
664469,Amsterdam,2022-09-27,6.058,1688,4.7474,en,80000000,31245810,134,Released
614934,Elvis,2022-06-22,7.482,3679,4.7614,en,85000000,288670284,159,Released
995133,"The Boy, the Mole, the Fox and the Horse",2022-12-25,8.211,660,5.4527,en,0,0,35,Released
391632,Late Shift,2022-12-02,6.333,6,4.6151,en,0,0,90,Released
1029575,The Family Plan,2023-12-14,7.251,1615,43.6299,en,0,0,118,Released
385687,Fast X,2023-05-17,7.025,6052,25.316,en,340000000,704709660,142,Released
569094,Spider-Man: Across the Spider-Verse,2023-05-31,8.34,7923,18.0834,en,100000000,690897910,140,Released
872585,Oppenheimer,2023-07-19,8.05,10754,18.6999,en,100000000,952000000,181,Released
502356,The Super Mario Bros. Movie,2023-04-05,7.607,9974,16.38,en,100000000,1362000000,93,Released
575264,Mission: Impossible - Dead Reckoning Part One,2023-07-08,7.518,4633,16.5696,en,291000000,571125435,164,Released
1072790,Anyone But You,2023-12-21,6.837,2735,14.4969,en,25000000,214891370,103,Released
976573,Elemental,2023-06-14,7.6,4974,15.1314,en,200000000,496444308,102,Released
882569,Guy Ritchie's The Covenant,2023-04-19,7.735,2889,14.9195,en,55000000,21948551,123,Released
968051,The Nun II,2023-09-06,6.688,2302,13.1752,en,38500000,269670590,110,Released
447365,Guardians of the Galaxy Vol. 3,2023-05-03,7.929,7671,14.8725,en,250000000,845550000,150,Released
572802,Aquaman and the Lost Kingdom,2023-12-20,6.6,3223,12.844,en,205000000,440181226,124,Released
940551,Migration,2023-12-06,7.38,2100,11.8936,en,72000000,298776052,82,Released
739405,Operation Fortune: Ruse de Guerre,2023-01-04,6.479,1746,12.7558,en,50000000,48983306,113,Released
667538,Transformers: Rise of the Beasts,2023-06-06,7.21,5034,13.4252,en,195000000,441381193,127,Released
298618,The Flash,2023-06-13,6.63,4700,12.3288,en,220000000,271333313,144,Released
753342,Napoleon,2023-11-22,6.3,2860,10.6225,en,165000000,220597098,158,Released
466420,Killers of the Flower Moon,2023-10-18,7.4,3775,11.6651,en,200000000,158722599,206,Released
868759,Ghosted,2023-04-18,6.933,2013,12.7827,en,40000000,0,117,Released
1008042,Talk to Me,2023-07-26,7.15,3403,11.0097,en,4500000,91959188,95,Released
507089,Five Nights at Freddy's,2023-10-25,7.39,4569,10.9288,en,20000000,297144130,110,Released
926393,The Equalizer 3,2023-08-30,7.298,3422,11.1609,en,70000000,191067560,109,Released
299054,Expend4bles,2023-09-15,6.1,1735,11.5724,en,100000000,37917985,103,Released
615656,Meg 2: The Trench,2023-08-02,6.414,3723,10.461,en,129000000,384056482,116,Released
677179,Creed III,2023-03-01,7.094,2717,9.68,en,75000000,275300000,116,Released
787699,Wonka,2023-12-06,7.058,4053,9.8434,en,125000000,634502312,117,Released
758323,The Pope's Exorcist,2023-04-05,6.944,2966,9.1677,en,18000000,76987621,103,Released
893723,PAW Patrol: The Mighty Movie,2023-09-21,7.012,511,9.7473,en,30000000,202231360,87,Released
508883,The Boy and the Heron,2023-07-14,7.423,2339,9.8353,ja,50000000,294200000,124,Released
980489,Gran Turismo,2023-08-09,7.745,3116,10.9435,en,60000000,121700000,135,Released
1490213,Demon Slayer: Kimetsu no Yaiba - Entertainment District Decisive Battle Arc,2023-03-01,8.7,3,9.0954,ja,0,56300000,126,Released
335977,Indiana Jones and the Dial of Destiny,2023-06-25,6.541,3809,8.9182,en,294700000,383963057,155,Released
697843,Extraction 2,2023-06-09,7.412,2684,9.5552,en,65000000,0,122,Released
447277,The Little Mermaid,2023-05-18,6.302,3148,8.6221,en,297000000,569626289,135,Released
940721,Godzilla Minus One,2023-11-03,7.587,2819,9.1168,ja,15000000,113676322,124,Released
609681,The Marvels,2023-11-08,5.977,3112,8.8893,en,274800000,206136825,105,Released
493529,Dungeons & Dragons: Honor Among Thieves,2023-03-23,7.333,4159,9.2763,en,151000000,208200000,134,Released
964980,Air,2023-04-05,7.3,2154,8.1034,en,80000000,90100000,111,Released
820525,After Everything,2023-09-13,6.879,943,8.7806,en,14000000,10644463,93,Released
646389,Plane,2023-01-11,6.917,2471,8.9163,en,25000000,74515586,107,Released
901362,Trolls Band Together,2023-10-12,7.275,934,8.0741,en,95000000,209646030,91,Released
812225,Black Clover: Sword of the Wizard King,2023-06-16,8.148,325,8.1121,ja,0,0,113,Released
666277,Past Lives,2023-06-02,7.73,2036,7.7613,en,12000000,28126646,106,Released
695721,The Hunger Games: The Ballad of Songbirds & Snakes,2023-11-15,6.998,3220,7.5928,en,100000000,337371917,157,Released
614479,Insidious: The Red Door,2023-07-05,6.557,1842,7.3162,en,16000000,189086877,107,Released
594767,Shazam! Fury of the Gods,2023-03-15,6.454,3433,7.536,en,110000000,134221819,130,Released
1050035,Monster,2023-06-02,7.918,753,7.8661,ja,0,0,125,Released
700391,65,2023-03-02,5.967,2643,7.2437,en,45000000,60730568,92,Released
670292,The Creator,2023-09-27,7.033,3510,6.9561,en,80000000,104272136,134,Released
640146,Ant-Man and the Wasp: Quantumania,2023-02-15,6.263,5441,7.5398,en,200000000,476071180,125,Released
988078,Through My Window: Across the Sea,2023-06-23,6.586,918,7.2276,es,0,0,110,Released
1022796,Wish,2023-11-13,6.274,1668,6.3135,en,175000000,254997360,95,Released
1046032,The Bad Guys: A Very Bad Holiday,2023-11-29,6.6,143,7.4613,en,0,0,26,Released
459003,Mavka: The Forest Song,2023-03-02,7.169,816,6.6961,uk,5000000,17974964,99,Released
726759,Tetris,2023-03-15,7.659,1539,6.0731,en,0,0,118,Released
565770,Blue Beetle,2023-08-16,6.665,2914,6.0069,en,104000000,130788072,128,Released
884605,No Hard Feelings,2023-06-15,6.71,3511,6.6665,en,45000000,83000000,104,Released
979275,Mob Land,2023-08-04,5.6,87,7.3936,en,0,0,111,Released
520758,Chicken Run: Dawn of the Nugget,2023-12-08,6.94,829,6.9973,en,0,0,101,Released
807172,The Exorcist: Believer,2023-10-04,5.844,1178,6.2784,en,30000000,136284218,111,Released
635910,The Last Voyage of the Demeter,2023-08-09,6.754,1789,5.5032,en,45000000,21600000,119,Released
1071215,Thanksgiving,2023-11-16,6.505,1417,6.3882,en,15000000,46553280,106,Released
1040148,"Ruby Gillman, Teenage Kraken",2023-06-28,7.189,1061,5.8752,en,70000000,46247409,91,Released
638974,Murder Mystery 2,2023-03-28,6.402,1836,6.4742,en,0,0,91,Released
536437,Hypnotic,2023-05-11,6.22,1348,6.3255,en,70000000,16014123,93,Released
1083862,Resident Evil: Death Island,2023-06-22,7.318,1056,6.3697,ja,0,53929,91,Released
845387,maboroshi,2023-09-15,7.299,117,5.4027,ja,0,1700000,112,Released
915935,Anatomy of a Fall,2023-08-23,7.532,2945,5.028,fr,6700000,35634133,151,Released
616747,Haunted Mansion,2023-07-26,6.444,1154,6.2443,en,157800000,117449790,123,Released
649609,Renfield,2023-04-07,6.471,1964,5.4639,en,65000000,26874347,93,Released
848326,Rebel Moon - Part One: A Child of Fire,2023-12-15,6.242,2385,5.6254,en,83000000,0,134,Released
1062807,SPY x FAMILY CODE: White,2023-12-22,7.055,571,4.9643,ja,5000000,59629242,110,Released
779816,White Bird,2023-10-25,7.816,197,5.4956,en,20000000,8799528,121,Released
845783,Baghead,2023-12-28,6.518,444,4.6998,en,0,6691851,95,Released
1047041,Detective Conan: Black Iron Submarine,2023-04-14,6.938,129,5.7451,ja,0,106771806,110,Released
790459,Fingernails,2023-10-27,5.931,195,5.98,en,0,0,113,Released
523607,Maestro,2023-11-22,6.305,781,5.1662,en,80000000,300000,129,Released
1134433,Death Whisperer,2023-10-25,7.4,207,5.4322,th,0,15150000,121,Released
983883,Marry My Dead Body,2023-02-10,7.0,173,5.4967,zh,1874400,15410325,129,Released
758336,Love Again,2023-05-04,6.7,439,5.0256,en,9000000,10000000,104,Released
1134424,Mantra Warrior: The Legend of The Eight Moons,2023-10-11,7.4,80,5.004,th,0,0,90,Released
1086591,Rascal Does Not Dream of a Knapsack Kid,2023-12-01,7.648,61,4.8135,ja,0,2050242,75,Released
926008,The Beanie Bubble,2023-07-21,6.4,136,4.3019,en,0,0,110,Released
