Id,Title,Original Title,Original Language,Overview,Popularity,Revenue,Budget,Runtime,Release Date,Vote Average,Vote Count,Adult,Genres,Production Companies,Production Countries,Spoken Languages,Status
350650,Doraemon: Nobita and the Space Heroes,映画ドラえもん のび太の宇宙英雄記,ja,"One day Doraemon, Nobita, Shizuka, Gian and Suneo were shooting a film as space heroes. When they were shooting the film in the open lot a boy called Aron comes and alerts them of aliens attacking his planet. They agree to help him by turning into real superheroes, but it isn't as easy as it looks.",12.833,32700000,46597700,100,3/7/2015,6.3,74,FALSE,"['Comedy', 'Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']",['Shin-Ei Animation'],['Japan'],['日本語'],Released
271714,Love & Mercy,Love & Mercy,en,"In the late 1960s, the Beach Boys' Brian Wilson stops touring, produces ""Pet Sounds"" and begins to lose his grip on reality. By the 1980s, under the sway of a controlling therapist, he finds a savior in Melinda Ledbetter.",18.111,28600000,10000000,120,5/29/2015,7.1,633,FALSE,"['Drama', 'Music', 'History']","['John Wells Productions', 'River Road Entertainment', 'Roadside Attractions', 'Lionsgate', 'Stage 6 Films']",['United States of America'],['English'],Released
254472,Stung,Stung,en,A fancy garden party turns into upper class prey when a colony of killer wasps mutates into seven foot tall predators.,10.172,71085,2500000,87,7/3/2015,5.2,181,FALSE,"['Horror', 'Comedy', 'Science Fiction']","['Rat Pack Filmproduktion', 'XYZ Films']","['Germany', 'United States of America']",['English'],Released
211672,Minions,Minions,en,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",38.08,1156700000,74000000,91,6/17/2015,6.402,10197,FALSE,"['Family', 'Animation', 'Adventure', 'Comedy']","['Illumination', 'Universal Pictures']",['United States of America'],['English'],Released
214756,Ted 2,Ted 2,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",100.103,215863606,68000000,115,6/25/2015,6.298,7170,FALSE,"['Comedy', 'Fantasy']","['Smart Entertainment', 'Universal Pictures', 'Fuzzy Door Productions', 'Bluegrass Films', 'MRC']",['United States of America'],['English'],Released
296130,Harbinger Down,Harbinger Down,en,"A group of grad students have booked passage on the fishing trawler Harbinger to study the effects of global warming on a pod of Orcas in the Bering Sea. When the ship's crew dredges up a recently thawed piece of old Soviet space wreckage, things get downright deadly. It seems that the Russians experimented with tardigrades, tiny resilient animals able to withstand the extremes of space radiation. The creatures survived, but not without mutation. Now the crew is exposed to aggressively mutating organisms. And after being locked in ice for 3 decades, the creatures aren't about to give up the warmth of human companionship.",14.354,0,0,82,8/7/2015,4.5,182,FALSE,"['Horror', 'Science Fiction']","['Studio ADI', 'Dark Dunes Productions']",['United States of America'],"['Español', 'English']",Released
334298,Monster Hunt,捉妖记,zh,Young monster kids try to make peace between the world of humans and the world of the monsters.,16.602,387053506,0,118,7/16/2015,6.4,318,FALSE,"['Comedy', 'Fantasy', 'Adventure']",['Edko Films'],"['China', 'Hong Kong']","['广州话 / 廣州話', '普通话', 'ภาษาไทย']",Released
702795,The Ant-Man,Người Kiến,vi,The daily life of a gay man whose body is inhabited by ants.,0.6,0,0,28,8/1/2018,2,1,FALSE,['Drama'],[],[],['Tiếng Việt'],Released
257344,Pixels,Pixels,en,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,70.027,244900000,88000000,105,7/16/2015,5.726,7261,FALSE,"['Action', 'Comedy', 'Science Fiction']","['Columbia Pictures', 'Happy Madison Productions', '1492 Pictures', 'LStar Capital', 'China Film Group Corporation', 'Film Croppers Entertainment', 'Prime Focus']","['China', 'France', 'India', 'United States of America']",['English'],Released
303857,Dragon Ball Z: Resurrection 'F',ドラゴンボールZ 復活の「F」,ja,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",113.332,61768190,5000000,93,4/18/2015,6.8,1817,FALSE,"['Action', 'Animation', 'Science Fiction']","['Toei Animation', 'Fizz Sound Creation', 'Toei Company', 'Fox International Productions Japan', 'Shueisha', 'Fuji Television Network', 'Bandai', 'Bandai Namco Group']",['Japan'],['日本語'],Released
177677,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,en,"Ethan and team take on their most impossible mission yet—eradicating 'The Syndicate', an International and highly-skilled rogue organization committed to destroying the IMF.",60.93,682700000,150000000,131,7/23/2015,7.197,8465,FALSE,"['Action', 'Adventure']","['Paramount', 'Bad Robot', 'Odin', 'Skydance Media']",['United States of America'],"['Deutsch', 'English', 'svenska']",Released
481728,Tiên Nữ Không Kiêng Cử,Tiên Nữ Không Kiêng Cử,vi,,0.6,0,0,0,7/31/2015,0,0,FALSE,[],[],[],[],Released
166424,Fantastic Four,Fantastic Four,en,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",42.472,167977596,120000000,100,8/5/2015,4.416,5774,FALSE,"['Action', 'Adventure', 'Science Fiction']","['20th Century Fox', 'Constantin Film', 'Marvel Entertainment', 'Marv', 'Genre Films', 'Robert Kulzer Productions', 'TSG Entertainment']","['United Kingdom', 'Germany', 'United States of America']",['English'],Released
296099,Vacation,Vacation,en,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",45.148,104400000,31000000,99,7/28/2015,6.3,3570,FALSE,['Comedy'],"['New Line Cinema', 'BenderSpink', 'David Dobkin Productions']",['United States of America'],['English'],Released
399228,Kung Fu Pho,Kung Fu Phở,vi,A Vietnamese action comedy feature film.,1.172,0,0,100,8/12/2015,5,1,FALSE,"['Comedy', 'Action']",[],[],['Tiếng Việt'],Released
203801,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,en,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",39.711,108100000,75000000,116,8/13/2015,7.088,6072,FALSE,"['Comedy', 'Action', 'Adventure']","['Wigram Productions', 'Davis Entertainment', 'RatPac Entertainment', 'Warner Bros. Pictures']",['United States of America'],"['Italiano', 'English', 'Pусский', 'Deutsch']",Released
19959,Surrogates,Surrogates,en,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",33.204,122400000,80000000,89,9/24/2009,6.1,3013,FALSE,"['Science Fiction', 'Action', 'Thriller']","['Wintergreen Productions', 'Touchstone Pictures', 'Mandeville Films', 'Top Shelf Productions']",['United States of America'],"['English', 'Français']",Released
1022789,Inside Out 2,Inside Out 2,en,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",289.896,0,0,0,6/12/2024,0,0,FALSE,"['Animation', 'Family', 'Drama', 'Adventure', 'Fantasy']","['Pixar', 'Walt Disney Pictures', 'Sorenstudio']",['United States of America'],['English'],Post Production
86828,Absolutely Anything,Absolutely Anything,en,Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.,22.954,6303792,0,85,6/26/2015,5.893,1364,FALSE,"['Comedy', 'Science Fiction']","['Phoenix Pictures', 'Bill and Ben Productions']",['United Kingdom'],['English'],Released
702621,Lullaby,Lullaby,en,A new mother discovers a lullaby in an ancient book and soon regards the song as a blessing. But her world transforms into a nightmare when the lullaby brings forth the ancient demon Lilith.,17.974,0,20000000,86,12/16/2022,5.3,61,FALSE,['Horror'],"['Alcon Entertainment', 'Envision Media Arts', 'Heroes and Villains Entertainment', 'Wonderfilm Media']","['Canada', 'United States of America']",['English'],Released
249070,Hitman: Agent 47,Hitman: Agent 47,en,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,52.588,81967450,35000000,96,8/20/2015,5.845,2895,FALSE,"['Action', 'Crime', 'Thriller']","['Daybreak Productions', 'Prime Universe Productions', 'Giant Pictures', 'TSG Entertainment', 'Dayday Films', 'Ingenious Media', 'Fox International Productions', 'Deutscher Filmförderfonds', '20th Century Fox', 'Medienboard Berlin-Brandenburg']","['Indonesia', 'Germany', 'United States of America']",['English'],Released
380375,49 Ngày,49 Ngày,vi,,0.6,0,0,90,8/28/2015,0,0,FALSE,"['Romance', 'Comedy']",[],[],['Tiếng Việt'],Released
346646,Veteran,베테랑,ko,"When an old collaborator gets severely injured, a veteran policeman tries to figure out the way to bring to justice the ultimately suspected aggressor, a spoiled young executive, heir to a mega corporation, who believes he is above the law.",13.496,87970000,7528230,119,8/5/2015,6.9,183,FALSE,"['Action', 'Comedy', 'Crime']","['Filmmaker R&K', 'Froniter Works Comic', 'Stone Comics Entertainment', 'CJ Entertainment', 'filmK']",['South Korea'],"['English', '한국어/조선말', 'Pусский']",Released
245775,Yves Saint Laurent,Yves Saint Laurent,fr,"A look at the life of French designer Yves Saint Laurent from the beginning of his career in 1958 when he met his lover and business partner, Pierre Berge.",14.946,21026290,12000000,106,1/8/2014,6.6,849,FALSE,['Drama'],"['SND', 'WY Productions', 'Hérodiade', 'uMedia']","['Belgium', 'France']","['日本語', 'Français', 'Pусский', 'English', 'العربية']",Released
4108,The Transporter,The Transporter,en,"Former Special Forces officer Frank Martin will deliver anything to anyone for the right price, and his no-questions-asked policy puts him in high demand. But when he realizes his latest cargo is alive, it sets in motion a dangerous chain of events. The bound and gagged Lai is being smuggled to France by a shady American businessman, and Frank works to save her as his own illegal activities are uncovered by a French detective.",35.937,43900000,21000000,92,10/2/2002,6.7,5088,FALSE,"['Action', 'Crime', 'Thriller']","['TF1 Films Production', 'EuropaCorp', 'Current Entertainment', 'Canal+']","['United States of America', 'France']","['English', 'Français', '普通话']",Released
323661,Mune: Guardian of the Moon,"Mune, le gardien de la lune",fr,"When a faun named Mune becomes the Guardian of the Moon, little did he had unprepared experience with the Moon and an accident that could put both the Moon and the Sun in danger, including a corrupt titan named Necross who wants the Sun for himself and placing the balance of night and day in great peril. Now with the help of a wax-child named Glim and the warrior, Sohone who also became the Sun Guardian, they go out on an exciting journey to get the Sun back and restore the Moon to their rightful place in the sky.",33.618,15730665,17000000,86,2/5/2015,7.3,518,FALSE,"['Animation', 'Family', 'Adventure', 'Fantasy']","['ON Animation Studios', 'Kinology', 'Orange Studio']",['France'],"['English', 'Français']",Released
68726,Pacific Rim,Pacific Rim,en,"Using massive piloted robots to combat the alien threat, earth's survivors take the fight to the invading alien force lurking in the depths of the Pacific Ocean. Nearly defenseless in the face of the relentless enemy, the forces of mankind have no choice but to turn to two unlikely heroes who now stand as earth's final hope against the mounting apocalypse.",73.467,411000000,180000000,131,7/11/2013,6.89,11945,FALSE,"['Action', 'Science Fiction', 'Adventure']","['Double Dare You Productions', 'Legendary Pictures']",['United States of America'],"['广州话 / 廣州話', 'English', '日本語', 'Pусский']",Released
248574,Barely Lethal,Barely Lethal,en,"A 16-year-old international assassin yearning for a ""normal"" adolescence fakes her own death and enrolls as a senior in a suburban high school. She quickly learns that being popular can be more painful than getting water-boarded.",23.36,933847,15000000,98,4/23/2015,5.7,1008,FALSE,"['Adventure', 'Comedy', 'Action', 'Romance']",['RKO Pictures LLC'],['United States of America'],['English'],Released
364808,Love You 100K,มนต์เลิฟ สิบหมื่น,th,"Chaiyapol Julien Poupart stars as a country boy who is hopelessly in love with a local lass, but can't marry her until he raises a lavish dowry.",0.994,0,0,91,7/23/2015,4.5,4,FALSE,"['Comedy', 'Romance']","['Sahamongkolfilm', 'Soy Fun Fun Film']",['Thailand'],['ภาษาไทย'],Released
353686,Visions,Visions,en,"After moving to a vineyard with her family, a pregnant woman experiences horrifying visions.",11.359,0,0,80,8/28/2015,5.4,414,FALSE,"['Horror', 'Mystery']","['Chapter One Films', 'Blumhouse Productions']",['United States of America'],"['Español', 'English']",Released
380215,Trùm Cỏ,Trùm Cỏ,vi,,0.6,0,0,120,9/11/2015,3.5,1,FALSE,['Comedy'],[],[],['Tiếng Việt'],Released
452413,This Is Not What I Expected,喜欢你,zh,"Lu Jin is a handsome, wealthy hotel executive whose drive for perfection is matched only by his taste for fine cuisine. When he checks into the Rosebud, he's dissatisfied with everything he sees and is ready to take action... until flamboyant female sous chef Gu Shengnan creates the perfectionist what may be a perfect meal. Now, these bitter rivals find themselves brought together in the kitchen in this light-hearted romantic comedy, infused with fun and flavors to create a delicious dish that foodies around the world wouldn't dare to miss.",6.246,0,0,106,4/28/2017,6.8,46,FALSE,"['Comedy', 'Romance']",['Alibaba Pictures Group'],['China'],['普通话'],Released
872678,Ranh Giới,Ranh Giới,vi,"This critically acclaimed Vietnamese documentary portrays the claustrophobic struggles against COVID-19, led by a group of doctors and nurses, in an effort to save the lives of COVID infected pregnant women.  Produced by national news channel VTV, ""Ranh Giới"", meaning ""borderline"", refers to the line between life and death.",0.6,0,0,50,9/9/2021,0,0,FALSE,['Documentary'],"['VTV Productions', 'Vietnam Television']",['Vietnam'],['Tiếng Việt'],Released
253412,Everest,Everest,en,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.",27.695,203427584,55000000,121,9/10/2015,6.814,4706,FALSE,"['Adventure', 'Drama', 'History']","['Cross Creek Pictures', 'Working Title Films', 'Walden Media', 'RVK Studios', 'Universal Pictures', 'Free State Pictures', 'Working Title Films']","['Iceland', 'United States of America', 'United Kingdom']",['English'],Released
294254,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,en,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",62.513,312296056,61000000,131,9/9/2015,6.73,9931,FALSE,"['Science Fiction', 'Action', 'Thriller', 'Adventure']","['Temple Hill Entertainment', 'The Gotham Group', 'TSG Entertainment', '20th Century Fox']",['United States of America'],['English'],Released
257211,The Intern,The Intern,en,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",41.363,194564672,35000000,121,9/23/2015,7.203,6409,FALSE,['Comedy'],"['Warner Bros. Pictures', 'RatPac Entertainment', 'Waverly Films']",['United States of America'],['English'],Released
253450,The Assassin,刺客聶隱娘,zh,"9th century China. 10-year-old general’s daughter Nie Yinniang is abducted by a nun who initiates her into the martial arts, transforming her into an exceptional assassin charged with eliminating cruel and corrupt local governors. One day, having failed in a task, she is sent back by her mistress to the land of her birth, with orders to kill the man to whom she was promised – a cousin who now leads the largest military region in North China. After 13 years of exile, the young woman must confront her parents, her memories and her long-repressed feelings.",13.558,632542,15000000,105,8/27/2015,6.4,481,FALSE,"['Action', 'Drama', 'History']","['Sil-Metropole Organisation', 'Media Asia Films', 'Central Motion Picture Corporation', 'Huace Film & TV', 'China Dream Film Culture Industry', 'SpotFilms', 'Wild Bunch']","['China', 'France', 'Hong Kong', 'Taiwan']",['普通话'],Released
159824,Hotel Transylvania 2,Hotel Transylvania 2,en,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",47.897,473200000,80000000,89,9/21/2015,6.8,5499,FALSE,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Columbia Pictures', 'Sony Pictures Animation']",['United States of America'],['English'],Released
361996,Yellow Flowers On the Green Grass,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,vi,"After and act of violence leaves his brother Tuong paralyzed, Thieu discovers the true meaning of brotherhood.",5.582,0,0,103,10/2/2015,7.1,24,FALSE,['Drama'],['Galaxy Studio'],['Vietnam'],['Tiếng Việt'],Released
988595,Mat Kilau,Mat Kilau: Kebangkitan Pahlawan,ms,"The rise of a Malay warrior named Mat Kilau and his friends against the British colonialists who came to Pahang in 1892. The greed of British officials and policies, which have imposed excessive taxes, confiscated land belonging to the Malays to reap the treasures of Pahang and disrupted the Islamic way in Pahang has caused dissatisfaction among the rulers and the Malays. The patriotic spirit of Mat Kilau and his friends who rose up against British violence had caused Captain Syers to launch an attack on Mat Kilau. Witness the heroic spirit of Mat Kilau, Tok Gajah and Mat Kilau's best friends use their wisdom to fight in the jungle against the British soldiers. Did Mat Kilau and his friends succeed in driving out the barbaric and greedy British army to reap gold and tin in Pahang?",5.375,5283447,1814059,118,6/23/2022,7.3,11,FALSE,"['Action', 'History', 'War', 'Adventure', 'Drama', 'Thriller']","['Studio Kembara', 'Skop Productions Sdn. Bhd.']",['Malaysia'],['Bahasa melayu'],Released
286217,The Martian,The Martian,en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",65.637,631058917,108000000,141,9/30/2015,7.683,19045,FALSE,"['Drama', 'Adventure', 'Science Fiction']","['Scott Free Productions', 'Genre Films', 'TSG Entertainment', '20th Century Fox']","['United Kingdom', 'United States of America']","['English', '普通话']",Released
298312,The Visit,The Visit,en,"A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing.",31.307,98450062,5000000,94,9/10/2015,6.316,4503,FALSE,"['Horror', 'Mystery', 'Thriller']","['Blumhouse Productions', 'Blinding Edge Pictures', 'Universal Pictures', 'dentsu']","['Japan', 'United States of America']",['English'],Released
266647,Pan,Pan,en,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",29.098,128388320,150000000,111,9/24/2015,5.957,2642,FALSE,"['Fantasy', 'Adventure', 'Family', 'Action']","['Moving Picture Company', 'Berlanti Productions', 'RatPac Entertainment', 'Warner Bros. Pictures', 'Isobel Griffiths', 'Prime Focus']","['India', 'United Kingdom', 'United States of America']",['English'],Released
301846,Howl,Howl,en,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",14.621,0,0,89,10/1/2015,5.5,465,FALSE,['Horror'],['Starchild Pictures'],['United Kingdom'],['English'],Released
522811,The Accidental Detective 2: In Action,탐정: 리턴즈,ko,"A comic book storekeeper, Dae-man, and the legendary homicide detective, Tae-su, who met on previous case quit their jobs to open a private detective agency.",7.828,24243825,0,116,6/13/2018,6.6,28,FALSE,"['Comedy', 'Crime']","['CJ Entertainment', 'Cree Pictures']",['South Korea'],['한국어/조선말'],Released
276907,Legend,Legend,en,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",39.434,42972994,25000000,132,9/9/2015,7.038,3663,FALSE,"['Crime', 'Thriller']","['Working Title Films', 'Cross Creek Pictures', 'Anton Capital Entertainment', 'StudioCanal', 'Canal+', 'Universal Pictures', 'Working Title Films']","['France', 'United Kingdom', 'United States of America']",['English'],Released
735744,No Way Out,No Way Out,en,"Trying to salvage a relationship, 2 couples go on a weekend camping trip only to find out they aren’t alone in the woods.",10.164,0,0,80,4/15/2021,5,3,FALSE,"['Horror', 'Thriller', 'Drama', 'Mystery']","['London Levine Pictures', 'RocketJoe FIlms', 'Baird Media']",['United States of America'],['English'],Released
414287,Trót Yêu,Trót Yêu,vi,,0.6,0,0,96,10/16/2015,0,0,FALSE,[],[],['Vietnam'],['Tiếng Việt'],Released
201085,Crimson Peak,Crimson Peak,en,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",28.276,74700000,55000000,119,10/13/2015,6.646,4772,FALSE,"['Horror', 'Romance']","['Double Dare You Productions', 'Legendary Pictures', 'Universal Pictures']","['Mexico', 'United States of America']",['English'],Released
691,The Spy Who Loved Me,The Spy Who Loved Me,en,Russian and British submarines with nuclear missiles on board both vanish from sight without a trace. England and Russia both blame each other as James Bond tries to solve the riddle of the disappearing ships. But the KGB also has an agent on the case.,34.763,185438673,13000000,125,7/7/1977,6.796,1856,FALSE,"['Adventure', 'Action', 'Thriller']","['EON Productions', 'Danjaq']","['United Kingdom', 'United States of America']","['English', 'Italiano', 'العربية']",Released
408165,Tracer,Truy Sát,vi,"An international drug cartel has set its sights on Vietnam, and its up to Vietnam's toughest female cop to bring them to justice once and for all.",1.034,0,0,0,4/22/2016,4.5,2,FALSE,['Action'],"['Transnational Arts Entertainment', 'CJ Entertainment', 'TNA Entertainment']",['Vietnam'],"['English', 'Tiếng Việt']",Released
340382,Attack on Titan II: End of the World,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,ja,"Eren Yeager leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima comes to his aid. The titans never stops attacking.  Eren is now injured and tries to protect Armin, but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.",35.723,0,0,87,9/1/2015,6,312,FALSE,"['Horror', 'Science Fiction', 'Action']","['Kodansha', 'TOHO', 'Nikkatsu Corporation', 'dentsu', 'AMUSE', 'Horipro', 'Hakuhodo DY Media Partners', 'East Japan Marketing & Communications', 'KDDI', 'Yomiuri Shimbun Company', 'Nippan Group Holdings', 'GYAO', 'Tokyo FM', 'The Asahi Shimbun']",['Japan'],['日本語'],Released
257445,Goosebumps,Goosebumps,en,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",43.221,158200000,58000000,103,8/5/2015,6.307,3614,FALSE,"['Adventure', 'Horror', 'Comedy']","['Original Film', 'Scholastic Entertainment', 'Sony Pictures', 'Columbia Pictures', 'Village Roadshow Pictures', 'Sony Pictures Animation']",['United States of America'],['English'],Released
315635,Spider-Man: Homecoming,Spider-Man: Homecoming,en,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",132.74,880166924,175000000,133,7/5/2017,7.339,21063,FALSE,"['Action', 'Adventure', 'Science Fiction', 'Drama']","['Marvel Studios', 'Pascal Pictures', 'LStar Capital', 'Columbia Pictures']",['United States of America'],['English'],Released
274854,The Last Witch Hunter,The Last Witch Hunter,en,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",43.131,146936910,90000000,106,10/21/2015,6,3441,FALSE,"['Fantasy', 'Action', 'Adventure']","['NeoReel', 'Summit Entertainment', 'Atmosphere Entertainment MM', 'Goldmann Pictures', 'Aperture Entertainment', 'TIK Films', 'One Race', 'Lionsgate']","['Hong Kong', 'United States of America']",['English'],Released
414284,Never Trust a Stranger,Con Ma Nhà Họ Vương,vi,"Nam, 22, fled to Saigon for a murder. In one accident, Nam reached the sights of Huy, 25, a mysterious character completely unknown. Knowing Nam need money to survive, so Huy promised Nam that he will pay 200 million in exchange for he can own Nam for 20 hours. And Nam has to do everything except things that are illegal. Nam were secretly sent back to the mysterious mansion of Huy, and from here Nam has to face the dangerous game and this guy's craziness. In this house, Nam is not alone like Huy told him before, but also with one young girl was stabbed to death and 1 grave. And when Nam want to escape the ghost house, only to discover Huy also stabbed to death. The killer is somewhere in the house? Who is she? Huy's relationship with the girl like? Can Nam safely escape with 200 million or not?",0.764,423946,0,92,10/22/2015,3.7,3,FALSE,['Horror'],[],['Vietnam'],['Tiếng Việt'],Released
285783,The Walk,The Walk,en,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,17.361,61181942,35000000,123,9/30/2015,7,3057,FALSE,"['History', 'Drama', 'Adventure']","['TriStar Pictures', 'LStar Capital', 'ImageMovers']",['United States of America'],"['Français', 'English']",Released
357540,Heart Attack,ฟรีแลนซ์..ห้ามป่วย ห้ามพัก ห้ามรักหมอ,th,A hard-worker freelancer who falls in love with a doctor. While his life is getting worse every second. He must find the way to release his life to the beyond of everything.,7.512,0,455000,130,10/6/2015,7,39,FALSE,"['Comedy', 'Romance', 'Drama']","['Jor Kwang Films', 'GMM Tai Hub (GTH)']",['Thailand'],['ภาษาไทย'],Released
296098,Bridge of Spies,Bridge of Spies,en,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",30.349,165478348,40000000,141,10/15/2015,7.2,6585,FALSE,"['Thriller', 'Drama']","['TSG Entertainment', 'Amblin Entertainment', 'Studio Babelsberg', 'Fox 2000 Pictures', 'Marc Platt Productions', 'Participant', 'Reliance Entertainment', 'DreamWorks Pictures']","['India', 'United States of America', 'Germany']","['Pусский', 'English', 'Deutsch']",Released
829358,Queen of Spades,Queen of Spades,en,"According to legend, an ominous entity known as the Queen of Spades can be summoned by performing an ancient ritual. Four teenagers summon the Queen of Spades, but they could never imagine the horrors that await them.",13.767,0,0,91,6/11/2021,6.2,76,FALSE,['Horror'],"['Epic Pictures Group', 'Dread', 'Screen Time', '1984 Pictures']",['Canada'],['English'],Released
241257,Regression,Regression,en,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",20.107,17671101,20000000,106,10/1/2015,5.576,1728,FALSE,"['Horror', 'Mystery', 'Thriller']","['The Weinstein Company', 'Himenóptero', 'First Generation Films', 'Mod Producciones', 'FilmNation Entertainment', 'Telefónica Studios', 'Téléfilm Canada', 'Mediaset España', 'Canal+']","['Canada', 'Spain', 'United States of America']",['English'],Released
